gloss,text
TOMORROW WE DRINK MEDICINE,"Tomorrow, we will drink some medicine."
TWENTY,Twenty.
YESTERDAY WE ASK MODEL,"Yesterday, we asked the model."
NOW MOTHER DRIVE_CAR DRIVE_CAR,"Now, the mother is driving the drive_car."
MOTHER NOT NEED MARKET,The mother does not need the market.
GROUP NOT HAVE CODE,The group do not have the code.
NOW FATHER SHOW GROUP,"Now, the father is showing the group."
FAMILY NOT UNDERSTAND PROJECT,The family do not understand the project.
NOW GROUP USE PHONE,"Now, the group are using the phone."
NIGHT POLICE GET LESSON,"At night, the police are getting the lesson."
AFTERNOON STUDENT UPLOAD APP,"In the afternoon, the student is uploading the app."
I NOT WANT LIBRARY,I do not want the library.
TOMORROW MORNING I WANT GO COMPANY STUDY PROJECT,"Tomorrow morning, I want to go to the company and study the project."
TOMORROW MORNING I WANT GO ROAD LEARN IDEA,"Tomorrow morning, I want to go to the road and learn the idea."
TOMORROW DOCTOR THINK EXAM,"Tomorrow, the doctor will think the exam."
MORNING YOU INSTALL LAPTOP,"In the morning, you are installing the laptop."
TOMORROW TEAM BORROW KEY,"Tomorrow, the team will borrow the key."
YOU FEEL HAPPY YOU-KNOW,Are you feeling happy?
YESTERDAY DOCTOR SELL GRADE,"Yesterday, the doctor sold the grade."
FRIEND NOT KNOW HAND,The friend does not know the hand.
I LIKE IDEA YOU-KNOW,Do I like the idea?
TOMORROW MORNING I WANT GO ROAD STUDY KEY,"Tomorrow morning, I want to go to the road and study the key."
POLICE NOT KNOW BAG,The police do not know the bag.
WE NOT KNOW DATA,We do not know the data.
HE NOT WANT PHONE,He does not want the phone.
TOMORROW MORNING I WANT GO MARKET READ DESIGN,"Tomorrow morning, I want to go to the market and read the design."
AFTERNOON MAN RETURN RESTAURANT,"In the afternoon, the man is returning to the restaurant."
AFTERNOON FAMILY BORROW COFFEE,"In the afternoon, the family are borrowing some coffee."
DOCTOR NOT HAVE RESTAURANT,The doctor does not have the restaurant.
YOU NOT SEE PROGRAM,You do not see the program.
HE HAVE PHONE YOU-KNOW,Does he have the phone?
YOU NOT LIKE HOSPITAL,You do not like the hospital.
MORNING DOCTOR TAKE SYSTEM,"In the morning, the doctor is taking the system."
NIGHT SHE TEACH HAND,"At night, she is teaching the hand."
WORKER NOT KNOW PROGRAM,The worker does not know the program.
WHY I FEEL SICK,Why am I feeling sick?
NIGHT FATHER UPLOAD PHONE,"At night, the father is uploading the phone."
YESTERDAY I GO SCHOOL GET LAPTOP COME HOME,"Yesterday, I went to the school, got the laptop, and came home."
NIGHT STUDENT FEEL SORRY,"At night, the student is feeling sorry."
NIGHT TEACHER GET GRADE,"At night, the teacher is getting the grade."
WHAT HE DO,What are you doing?
NOW POLICE DRINK COFFEE,"Now, the police are drinking some coffee."
WE NOT NEED DESIGN,We do not need the design.
AFTERNOON TEAM FEEL TIRED,"In the afternoon, the team are feeling tired."
HAPPY,Happy.
THEY HAVE DESIGN YOU-KNOW,Do they have the design?
YESTERDAY STUDENT SHOW BROTHER,"Yesterday, the student showed the brother."
MORNING BOSS COOK FOOD,"In the morning, the boss is cooking the food."
AFTERNOON DOCTOR FEEL READY,"In the afternoon, the doctor is feeling ready."
YESTERDAY WOMAN FEEL STRONG,"Yesterday, the woman felt strong."
SISTER NOT LIKE SCHOOL,The sister does not like the school.
NOW STUDENT LOVE WORD,"Now, the student loves the word."
YESTERDAY YOU EAT_FOOD FOOD,"Yesterday, you ate the food."
BABY NOT UNDERSTAND SIGN,The baby does not understand the sign.
AFTERNOON BABY LIKE RESTAURANT,"In the afternoon, the baby likes the restaurant."
WHAT DAY,What day is it?
WE NOT LIKE COUNTRY,We do not like the country.
NIGHT CHILD FEEL TIRED,"At night, the child is feeling tired."
YESTERDAY WE LOVE LANGUAGE,"Yesterday, we loved the language."
NOW I WAKE UP EAT APPLE GO BANK,"Today, I woke up, ate some apple, and went to the bank."
YESTERDAY SISTER BUILD LANGUAGE,"Yesterday, the sister built the language."
NOW STUDENT DRINK MEDICINE,"Now, the student is drinking some medicine."
DOCTOR NOT WANT HOSPITAL,The doctor does not want the hospital.
TOMORROW MORNING I WANT GO HOUSE LEARN EXAM,"Tomorrow morning, I want to go to the house and learn the exam."
AFTERNOON FAMILY FEEL TIRED,"In the afternoon, the family are feeling tired."
YESTERDAY WE DRIVE_CAR DRIVE_CAR,"Yesterday, we drove the drive_car."
NIGHT MOTHER INSTALL SYSTEM,"At night, the mother is installing the system."
BOSS NOT KNOW VIDEO,The boss does not know the video.
AFTERNOON POLICE DELETE CODE,"In the afternoon, the police are deleting the code."
FRIEND NOT UNDERSTAND BAG,The friend does not understand the bag.
TEACHER NOT WANT MODEL,The teacher does not want the model.
NIGHT BROTHER CATCH SOLUTION,"At night, the brother is catching the solution."
TOMORROW SISTER HOPE QUESTION,"Tomorrow, the sister will hope the question."
YESTERDAY BOSS EXPLAIN BOSS,"Yesterday, the boss explained the boss."
WHEN PROJECT START,When does the project start?
NIGHT SISTER FEEL STRONG,"At night, the sister is feeling strong."
CAMERA WHERE,Where is the camera?
BOSS NOT NEED HAND,The boss does not need the hand.
STUDENT NOT KNOW COMPUTER,The student does not know the computer.
FAMILY NOT KNOW CODE,The family do not know the code.
MORNING FAMILY USE KEY,"In the morning, the family are using the key."
FATHER NOT SEE HOSPITAL,The father does not see the hospital.
FRIEND NOT LIKE APP,The friend does not like the app.
BROTHER NOT NEED HOSPITAL,The brother does not need the hospital.
NOW FRIEND BRING APPLE,"Now, the friend is bringing some apple."
NOW MOTHER WRITE BODY,"Now, the mother is writing the body."
YESTERDAY I GO LIBRARY FIND ENGLISH COME HOME,"Yesterday, I went to the library, found the english, and came home."
TOMORROW TEAM FIND SHE,"Tomorrow, the team will find her."
CHILD NOT WANT CAMERA,The child does not want the camera.
YESTERDAY MOTHER TRY COUNTRY,"Yesterday, the mother tried the country."
YESTERDAY I GO OFFICE FIND MODEL COME HOME,"Yesterday, I went to the office, found the model, and came home."
WOMAN NOT WANT COMPUTER,The woman does not want the computer.
MORNING I SEND SOLUTION,"In the morning, I am sending the solution."
HOW-MANY HAND YOU HAVE,How many hands do you have?
TEACHER NOT UNDERSTAND SYSTEM,The teacher does not understand the system.
NIGHT SHE DRIVE_CAR BIKE,"At night, she is driving the bike."
SHE HAVE ENGLISH YOU-KNOW,Does she have the english?
HE NOT WANT PROGRAM,He does not want the program.
NOW FAMILY EXPLAIN WOMAN,"Now, the family are explaining the woman."
NOW SHE DEVELOP CODE,"Now, she is developing the code."
GROUP NOT HAVE PART,The group do not have the part.
NIGHT CHILD DRIVE_CAR BIKE,"At night, the child is driving the bike."
YESTERDAY THEY PROGRAM LETTER,"Yesterday, they programmed the letter."
AFTERNOON POLICE FEEL SORRY,"In the afternoon, the police are feeling sorry."
YESTERDAY I GO CITY FIND LANGUAGE COME HOME,"Yesterday, I went to the city, found the language, and came home."
MOTHER NOT HAVE LIBRARY,The mother does not have the library.
PLEASE HELP ME I NEED LANGUAGE FOR MEETING,"Please help me, I need the language for the meeting."
NIGHT TEAM MAKE_CREATE MEETING,"At night, the team are making the meeting."
NOW FRIEND BREAK MONEY,"Now, the friend is breaking the money."
MORNING YOU BORROW DRIVE_CAR,"In the morning, you are borrowing the car."
YESTERDAY FRIEND WATCH PHONE,"Yesterday, the friend watched the phone."
MORNING TEAM TELL APP,"In the morning, the team are telling the app."
NIGHT DOCTOR FEEL READY,"At night, the doctor is feeling ready."
AFTERNOON TEACHER FEEL READY,"In the afternoon, the teacher is feeling ready."
NOW YOU CALL SISTER,"Now, you are calling the sister."
MORNING FATHER FEEL ANGRY,"In the morning, the father is feeling angry."
SIXTEEN WEEK,sixteen weeks.
NIGHT BROTHER MAKE_CREATE LESSON,"At night, the brother is making the lesson."
TOMORROW BROTHER SAY GRADE,"Tomorrow, the brother will say the grade."
MOTHER NOT UNDERSTAND GRADE,The mother does not understand the grade.
NOW TEAM PROGRAM ENGLISH,"Now, the team are programming the english."
PLEASE HELP ME I NEED TIME FOR NAME,"Please help me, I need the time for the name."
NIGHT FAMILY FEEL COLD,"At night, the family are feeling cold."
AFTERNOON POLICE COOK FOOD,"In the afternoon, the police are cooking the food."
PLEASE HELP ME I NEED HAND FOR SIGN,"Please help me, I need the hand for the sign."
NIGHT HE FEEL EXCITED,"At night, he is feeling excited."
NOW I WAKE UP EAT APPLE GO CITY,"Today, I woke up, ate some apple, and went to the city."
YESTERDAY I GO HOUSE GET COMPUTER COME HOME,"Yesterday, I went to the house, got the computer, and came home."
STUDENT NOT UNDERSTAND ROOM,The student does not understand the room.
CHILD NOT SEE BANK,The child does not see the bank.
YESTERDAY WOMAN BREAK MODEL,"Yesterday, the woman broke the model."
BOSS NOT NEED MONEY,The boss does not need the money.
NIGHT TEACHER SAVE DATA,"At night, the teacher is saving the data."
BOSS NOT KNOW MARKET,The boss does not know the market.
NOW WE SLEEP MEETING,"Now, we are sleeping the meeting."
WE NOT NEED ENGLISH,We do not need the english.
YESTERDAY I GO PARK SEE MODEL COME HOME,"Yesterday, I went to the park, saw the model, and came home."
MORNING GROUP SEARCH COMPUTER,"In the morning, the group are searching the computer."
AFTERNOON STUDENT FIND STUDENT,"In the afternoon, the student is finding the student."
TOMORROW MORNING I WANT GO PLACE LEARN SIGN,"Tomorrow morning, I want to go to the place and learn the sign."
YES I FINE,"Yes, I'm fine."
TOMORROW I PRACTICE GRADE,"Tomorrow, I will practice the grade."
MORNING STUDENT BORROW SIGN,"In the morning, the student is borrowing the sign."
SISTER NOT WANT MEETING,The sister does not want the meeting.
AFTERNOON YOU CALL TEACHER,"In the afternoon, you are calling the teacher."
YESTERDAY WE UPLOAD CODE,"Yesterday, we uploaded the code."
MORNING TEAM MAKE_CREATE MONEY,"In the morning, the team are making the money."
FIFTEEN PEOPLE COME,Fifteen people are coming.
FAMILY NOT HAVE IDEA,The family do not have the idea.
AFTERNOON I CONFUSE LESSON,"In the afternoon, I confuse the lesson."
TOMORROW MORNING I WANT GO COUNTRY READ LETTER,"Tomorrow morning, I want to go to the country and read the letter."
YOU NOT NEED ROAD,You do not need the road.
TOMORROW BABY THROW PHONE,"Tomorrow, the baby will throw the phone."
NOW STUDENT COOK APPLE,"Now, the student is cooking some apple."
MORNING STUDENT DRIVE_CAR BIKE,"In the morning, the student is driving the bike."
MORNING POLICE HELP STUDENT,"In the morning, the police are helping the student."
YESTERDAY MOTHER MEET WORKER,"Yesterday, the mother met the worker."
TOMORROW THEY BUILD BOOK,"Tomorrow, they will build the book."
GROUP NOT KNOW HAND,The group do not know the hand.
SHE FEEL HOT YOU-KNOW,Is she feeling hot?
NOW SHE GO PLACE,"Now, she is going to the place."
HOW-MANY COMPUTER HE HAVE,How many computers does he have?
MORNING GROUP DOWNLOAD SYSTEM,"In the morning, the group are downloading the system."
YESTERDAY I GO COUNTRY GET GRADE COME HOME,"Yesterday, I went to the country, got the grade, and came home."
SISTER NOT UNDERSTAND SENTENCE,The sister does not understand the sentence.
NOW HE LEARN LETTER,"Now, he is learning the letter."
TOMORROW TEACHER EAT_FOOD APPLE,"Tomorrow, the teacher will eat some apple."
BROTHER NOT UNDERSTAND RESTAURANT,The brother does not understand the restaurant.
YOU NOT NEED RESTAURANT,You do not need the restaurant.
GROUP NOT NEED MARKET,The group do not need the market.
TOMORROW MORNING I WANT GO OFFICE READ BODY,"Tomorrow morning, I want to go to the office and read the body."
NIGHT FATHER HELP DOCTOR,"At night, the father is helping the doctor."
YESTERDAY POLICE WORK PROBLEM,"Yesterday, the police worked the problem."
NIGHT WE DEVELOP DESIGN,"At night, we are developing the design."
YESTERDAY CHILD WALK HOUSE,"Yesterday, the child walked to the house."
NOW FATHER DRINK WATER,"Now, the father is drinking some water."
TEACHER NOT LIKE CAMERA,The teacher does not like the camera.
SHE NOT UNDERSTAND LESSON,She does not understand the lesson.
MORNING WE FEEL STRONG,"In the morning, we are feeling strong."
WE NOT LIKE PASSWORD,We do not like the password.
THEY NOT WANT STORE,They do not want the store.
YOU NOT LIKE PLACE,You do not like the place.
NIGHT THEY TEACH WORD,"At night, they are teaching the word."
NOW WOMAN TAKE IDEA,"Now, the woman is taking the idea."
NIGHT DOCTOR COME COMPANY,"At night, the doctor is coming to the company."
AFTERNOON BOSS PULL CAMERA,"In the afternoon, the boss is pulling the camera."
NOW HE SLEEP EXAM,"Now, he is sleeping the exam."
PLEASE HELP ME I NEED PROJECT FOR PROBLEM,"Please help me, I need the project for the problem."
FAMILY NOT LIKE PROBLEM,The family do not like the problem.
TOMORROW FAMILY COME STORE,"Tomorrow, the family will come to the store."
NIGHT STUDENT MEET WOMAN,"At night, the student is meeting the woman."
NOW HE BUY DRIVE_CAR,"Now, he is buying the car."
AFTERNOON CHILD HELP DOCTOR,"In the afternoon, the child is helping the doctor."
NIGHT WE HEAR QUESTION,"At night, we are hearing the question."
CHILD NOT SEE SCHOOL,The child does not see the school.
YESTERDAY FRIEND EXPLAIN FRIEND,"Yesterday, the friend explained the friend."
YESTERDAY I GO BANK GET LETTER COME HOME,"Yesterday, I went to the bank, got the letter, and came home."
MORNING WE DRIVE_CAR BUS,"In the morning, we are driving the bus."
MOTHER NOT UNDERSTAND HOSPITAL,The mother does not understand the hospital.
TOMORROW MORNING I WANT GO HOUSE LEARN BODY,"Tomorrow morning, I want to go to the house and learn the body."
YESTERDAY WORKER FEEL SORRY,"Yesterday, the worker felt sorry."
POLICE NOT SEE PROJECT,The police do not see the project.
TOMORROW WOMAN UPLOAD COMPUTER,"Tomorrow, the woman will upload the computer."
NOW TEAM HELP STUDENT,"Now, the team are helping the student."
YESTERDAY WORKER CATCH MONEY,"Yesterday, the worker caught the money."
TOMORROW FATHER SEND VIDEO,"Tomorrow, the father will send the video."
AFTERNOON TEAM FEEL HOT,"In the afternoon, the team are feeling hot."
MORNING POLICE GO CITY,"In the morning, the police are going to the city."
YESTERDAY TEACHER HELP MOTHER,"Yesterday, the teacher helped the mother."
MORNING WORKER CLEAN SIGN,"In the morning, the worker is cleaning the sign."
YOU NOT HAVE LESSON,You do not have the lesson.
NIGHT BOSS BUY LESSON,"At night, the boss is buying the lesson."
WE FEEL HAPPY YOU-KNOW,Are we feeling happy?
THEY NOT KNOW WORD,They do not know the word.
NOW BOSS CALL MOTHER,"Now, the boss is calling the mother."
AFTERNOON WORKER SAVE CODE,"In the afternoon, the worker is saving the code."
TOMORROW GROUP DELETE CODE,"Tomorrow, the group will delete the code."
NIGHT I SAVE INTERNET,"At night, I am saving the internet."
YESTERDAY GROUP USE WORD,"Yesterday, the group used the word."
TEAM NOT UNDERSTAND KEY,The team do not understand the key.
POLICE NOT SEE SCHOOL,The police do not see the school.
NOW MOTHER DRIVE_CAR BUS,"Now, the mother is driving the bus."
NOW HE FEEL BORED,"Now, he is feeling bored."
YESTERDAY I GO LIBRARY BUY BIKE COME HOME,"Yesterday, I went to the library, bought the bike, and came home."
MORNING THEY FALL ROOM,"In the morning, they are falling to the room."
SISTER NOT HAVE PASSWORD,The sister does not have the password.
AFTERNOON DOCTOR STAND SCHOOL,"In the afternoon, the doctor is standing to the school."
NOW BROTHER GET BAG,"Now, the brother is getting the bag."
YESTERDAY I GO STORE BUY SENTENCE COME HOME,"Yesterday, I went to the store, bought the sentence, and came home."
WE GO LIBRARY YOU-KNOW,Are we going to the library?
HOW-MANY BOOK YOU HAVE,How many books do you have?
CHILD NOT KNOW BANK,The child does not know the bank.
AFTERNOON BABY RECEIVE ENGLISH,"In the afternoon, the baby is receiving the english."
NOW POLICE COOK APPLE,"Now, the police are cooking some apple."
NIGHT WE DRIVE_CAR TRAIN,"At night, we are driving the train."
MOTHER NOT LIKE PART,The mother does not like the part.
YESTERDAY MOTHER FEEL SAD,"Yesterday, the mother felt sad."
HE NOT HAVE CODE,He does not have the code.
MORNING YOU SLEEP INTERNET,"In the morning, you are sleeping the internet."
HE FEEL BORED YOU-KNOW,Is he feeling bored?
YESTERDAY I GO RESTAURANT GET BUS COME HOME,"Yesterday, I went to the restaurant, got the bus, and came home."
AFTERNOON CHILD MAKE_CREATE SIGN,"In the afternoon, the child is making the sign."
TOMORROW BOSS START EXAM,"Tomorrow, the boss will start the exam."
NIGHT THEY FEEL PROUD,"At night, they are feeling proud."
YESTERDAY I GO OFFICE SEE EAT_FOOD COME HOME,"Yesterday, I went to the office, saw some food, and came home."
NIGHT WE OPEN SENTENCE,"At night, we are opening the sentence."
YESTERDAY POLICE INSTALL DATA,"Yesterday, the police installed the data."
I NOT SEE HOUSE,I do not see the house.
AFTERNOON THEY FEEL COLD,"In the afternoon, they are feeling cold."
TOMORROW MOTHER DRIVE_CAR BUS,"Tomorrow, the mother will drive the bus."
TEAM NOT KNOW SIGN,The team do not know the sign.
